appid,developer_id
11150,39967
11180,39967
11190,39967
11200,85690
11220,85690
11230,79807
11250,51318
11250,71976
11260,71976
11270,90736
11280,15430
11450,28692
11470,28692
11480,99094
11500,23714
11550,68436
11610,69777
11910,15171
11920,15171
12130,16719
12140,100967
12150,100967
12200,13396
12210,16719
12210,30863
12220,36848
12300,4985
12310,58413
12320,18555
12330,1351
12360,2389
12360,23673
12360,83093
12364,98146
12390,22137
12400,13743
12420,74386
12430,44017
12440,77477
12450,77477
12460,3624
12470,1351
12480,71976
12480,94747
12500,99795
12510,77878
12510,95807
12520,72795
12530,72795
12540,2507
12560,12857
12570,2507
12580,2507
12590,38486
12600,70241
12600,85538
12640,53278
12650,34202
12660,34202
12670,95807
12690,72795
12710,28692
12720,28555
12810,28692
12820,28692
12890,23714
12900,74533
12910,74533
13000,14250
13010,14250
13140,70636
13500,93618
13510,93618
13520,37682
13530,50917
13540,50917
13560,93618
13570,50917
13580,50917
13600,28530
13620,17512
13630,17512
13640,93618
15000,17512
15060,93618
15080,37823
15080,95932
15100,50917
15120,50917
15130,37823
15160,93618
15170,2099
15190,21806
15200,86236
15210,93618
15220,93618
15240,86236
15270,11566
15290,50917
15300,17512
15320,95769
15330,81065
15350,93618
15370,2099
15380,2099
15390,21806
15400,29736
15500,2060
15510,2060
15520,2060
15522,2060
15560,2060
15560,94841
15620,16168
15620,80798
15700,82046
15710,82046
15720,82046
15730,82046
15740,82046
15750,82046
15800,32077
15810,32077
15900,83905
15902,83905
15910,83905
15912,83905
15920,83905
15922,83905
15930,83905
15932,83905
15940,83905
15952,83905
15960,83905
15962,83905
15970,83905
15972,83905
15980,83905
15990,83905
16000,83905
16002,83905
16020,83905
16022,83905
16030,83905
16032,83905
16040,83905
16042,83905
16060,83905
16062,83905
16090,83905
16100,32670
16110,32670
16120,32670
16130,32670
16140,32670
16150,32670
16160,32670
16170,32670
16180,32670
16190,32670
16200,32670
16210,32670
16300,46058
16420,51409
16450,51409
16465,95805
16500,42015
16510,42015
16600,54945
16610,54945
16620,32787
16630,32787
16700,100078
16710,95590
16720,42267
16730,28555
16810,47611
16860,36314
16860,43479
16860,47611
16861,36314
16861,43479
16861,47611
16862,36314
16862,43479
16862,47611
16863,36314
16863,43479
16863,47611
16866,36314
16866,43479
16866,47611
16867,36314
16867,43479
16867,47611
16868,36314
16868,43479
16868,47611
16870,36314
16870,43479
16870,47611
16900,41516
17020,60673
17080,60673
17100,69399
17110,69399
17120,69399
17140,69399
17180,69399
17330,38244
17390,5905
17410,49667
17420,4649
17440,5905
17460,57815
17470,64441
17480,47416
17500,93212
17510,38382
17520,46053
17530,64555
17550,65958
17570,100800
17580,94962
17700,45335
17710,12887
17710,82783
17730,16081
17740,28111
17750,4376
17800,29827
17810,64070
18000,80080
18010,80080
18020,80080
18030,80080
18040,80080
18050,80080
18070,80080
18080,80080
18110,78106
18120,78106
18300,6853
18400,70453
18407,70453
18408,70453
18420,70453
18430,70453
18440,70453
18470,17032
18480,88682
18500,17875
18508,17875
18509,17875
18510,17875
18520,17875
18521,17875
18522,17875
18523,14753
18600,98561
18610,98561
18700,91716
18710,91716
18800,25643
18820,6599
19000,28509
19020,99795
19030,60626
19060,60626
19080,8152
19200,29024
19210,29024
19320,67257
19500,30658
19500,56992
19510,42055
19680,29606
19800,21806
19810,17512
19830,17512
19830,50917
19900,50917
19980,50917
20200,89248
20500,5122
20500,31347
20500,95707
20510,5712
20530,31347
20540,80798
20550,31347
20560,30161
20570,16168
20570,80798
20700,64626
20710,64626
20720,64626
20730,64626
20820,76153
20828,76153
20900,51895
20902,51895
20920,51895
21000,85947
21010,70480
21020,70480
21030,70480
21070,85394
21080,85394
21090,24893
21090,95805
21100,26758
21130,9846
21300,13216
21310,13216
21400,36007
21410,36007
21500,89176
21510,89176
21620,99795
21650,75741
21660,89386
21670,89386
21680,89386
21690,89386
21730,20687
21760,95403
21780,75059
21800,52567
21900,91046
21979,6593
21980,83687
21990,50917
22000,59072
22010,78695
22100,22543
22110,54681
22120,87731
22130,95420
22140,87731
22150,3437
22160,3437
22170,3437
22180,87731
22200,77135
22220,77135
22230,77135
22300,58476
22310,85430
22320,58476
22330,54660
22330,58476
22340,23138
22350,68969
22361,68969
22363,68969
22364,68969
22370,58476
22380,55800
22400,58476
22410,58476
22420,58476
22430,58476
22440,58476
22450,26383
22470,55800
22500,5592
22500,75558
22510,5592
22510,75558
22520,5592
22520,75558
22521,5592
22521,75558
22600,42606
22610,79324
22620,79324
22630,42606
22631,42606
22632,42606
22633,42606
22634,42606
22650,42606
22660,42606
22670,42606
22680,42606
22690,42606
23150,86764
23300,76263
23310,76263
23320,51007
23360,51007
23380,72071
23380,76263
23400,89511
23410,89511
23420,95420
23440,33847
23450,89511
23455,89511
23460,33847
23470,89511
23490,89511
23500,99795
23510,45803
23520,45803
23530,77726
23550,39395
23551,39395
23552,39395
23553,39395
23600,6673
23610,6673
23700,99795
24010,89497
24012,89497
24021,89497
24028,61402
24029,61402
24055,61402
24065,98017
24070,89497
24075,89497
24082,89497
24083,8582
24083,89497
24095,89497
24096,89497
24100,43391
24200,73157
24240,67841
24400,26085
24410,26085
24420,51874
24430,84258
24440,84258
24441,84258
24447,84258
24449,84258
24460,26085
24480,26085
24488,74693
24634,49724
24635,49724
24640,49724
24650,49724
24660,49724
24670,49724
24673,49724
24676,49724
24677,49724
24678,49724
24679,49724
24710,47416
24720,69664
24760,96751
24780,43479
24780,69664
24790,47416
24800,47416
24810,47416
24820,64441
24830,64441
24870,98120
24880,40683
25000,63940
25010,63940
25500,68358
25510,68358
25600,14831
25610,14831
25620,14831
25700,5802
25710,5802
25758,5802
25759,5802
25760,5802
25761,5802
25762,5802
25763,5802
25764,5802
25800,95420
25806,3437
25808,95420
25809,3437
25810,3437
25811,3437
25812,3437
25813,3437
25814,3437
25815,3437
25816,95420
25817,95420
25830,94916
25850,80289
25870,25136
25890,95420
25892,3437
25893,3437
25896,3437
25897,3437
25898,3437
25899,3437
25900,81758
25910,77629
25930,90822
25940,90822
25960,3437
25962,3437
25980,80289
25990,32135
26000,85934
26005,85934
26006,85934
26007,85934
26010,85934
26300,83545
26500,43105
26510,43105
26700,33369
26800,39439
26803,39439
26810,39439
26900,43028
26910,43028
27000,55485
27020,55485
27030,55485
27040,55485
27050,55485
27200,88538
27400,83791
27610,58996
27800,60963
27810,60963
27900,15939
27910,15939
27920,15939
27930,15939
27940,15939
28000,79737
28010,79737
28011,79737
28012,79737
28020,79737
29120,40304
29130,40304
29140,12531
29150,1638
29160,57851
29170,57851
29180,7347
29200,7347
29540,17072
29560,17072
29570,17072
29580,17072
29700,17072
29800,82912
29900,52985
31100,95063
31110,20687
31120,20687
31130,20687
31170,95063
31180,95063
31190,95063
31200,95063
31210,95063
31220,20687
31230,20687
31240,20687
31250,20687
31260,20687
31270,95063
31280,20687
31290,20687
31300,42267
31500,10856
31700,48542
31710,48542
31800,24332
31810,24332
31820,24332
31830,24332
31840,24332
31850,24332
31860,24332
31870,24332
31880,24332
31890,24332
31900,24332
31910,24332
31920,24332
31930,24332
31940,306
31950,306
31960,306
31970,306
31990,306
32000,49589
32000,90667
32010,49589
32010,90667
32110,83905
32117,83905
32120,83905
32127,83905
32130,83905
32140,83905
32150,22675
32160,83905
32162,83905
32200,64741
32210,64741
32310,16154
32330,85947
32340,16154
32350,16154
32360,16154
32370,43479
32370,57815
32380,16154
32390,16154
32400,16154
32410,16154
32430,16154
32440,85947
32450,85947
32460,16154
32470,45197
32500,9466
32510,85947
32610,64163
32620,64163
32630,64163
32640,64163
32650,64163
32660,64163
32680,6118
32710,64163
32720,64163
32730,64163
32740,64163
32750,64163
32760,64163
32770,64163
32900,89929
33100,88457
33110,88457
33120,88457
33130,88457
33140,88457
33150,88457
33160,88457
33170,88457
33180,88457
33190,88457
33220,50917
33230,50917
33280,50917
33290,83687
33320,50917
33390,72603
33400,72603
33460,37823
33520,1793
33520,14958
33520,76858
33550,11533
33550,48964
33550,64581
33560,89511
33570,1351
33580,1351
33600,35591
33610,35591
33620,36694
33650,16584
33660,21945
33670,7015
33670,24876
33680,87967
33700,34202
33710,34202
33720,34202
33760,39926
33770,4622
33780,4622
33790,4550
33900,62698
33910,62698
33930,62698
33934,62698
33950,44791
33970,62698
33980,72637
33990,72637
34010,55800
34030,53353
34030,87238
34050,94305
34110,66942
34174,53353
34174,94305
34178,53353
34178,94305
34179,53353
34179,94305
34190,51425
34200,85430
34220,66942
34330,53353
34330,77136
34330,87238
34342,53353
34342,77136
34342,94305
34343,53353
34343,77136
34343,94305
34345,53353
34345,77136
34345,94305
34346,53353
34346,77136
34346,94305
34348,53353
34348,77136
34348,94305
34350,94305
34400,9824
34410,95789
34420,18994
34500,9401
34510,9401
34600,24137
34620,24137
34630,24137
34640,24137
34660,24137
34800,31803
34810,13727
34820,13727
34830,13727
34841,13727
34842,13727
34870,13727
34880,13727
34900,15985
34910,15985
34920,15985
34930,15985
35000,79737
35020,85552
35050,79737
35070,5887
35080,83407
35083,83407
35089,83407
35090,83407
35091,83407
35101,83407
35102,83407
35110,53683
35130,54828
35135,54828
35136,54828
35137,54828
35138,54828
35140,85552
35150,54828
35300,59032
35310,58939
35320,58939
35417,28778
35419,28778
35425,28778
35429,28778
35450,28778
35460,21645
35480,70689
35490,21645
35500,34029
35510,34029
35600,55761
35700,85690
35710,85690
35720,85690
35800,74462
36000,51521
36130,42866
36150,42866
36900,99504
36910,99504
36920,99504
36930,99504
37000,39197
37200,25205
37210,77812
37220,34131
37230,2507
37240,25205
37260,32511
37270,25205
37280,34861
37290,58996
37300,25205
37310,10749
37320,25205
37330,25205
37340,34861
37360,25205
37370,25205
37380,25205
37390,25205
37400,22219
37410,36398
37500,38924
37510,38924
37600,15249
37800,100069
37810,100069
37900,100703
37930,100703
37940,100703
37950,100703
38050,100703
38060,100703
38080,49273
38090,49273
38100,49273
38110,49273
38120,24570
38130,24570
38140,24570
38150,24570
38160,24570
38170,98933
38180,98933
38185,53353
38185,94305
38190,98933
38200,55853
38210,21015
38230,22039
38240,12602
38400,86105
38410,9491
38420,53185
38430,29164
38440,27192
38450,27192
38460,95241
38480,27192
38490,27192
38530,97033
38600,25725
38700,30213
38710,30213
38720,30213
38730,30213
38740,30213
38750,30213
38820,889
38910,53183
38920,53183
38921,53183
38922,53183
38923,53183
38924,53183
39000,66689
39000,92584
39100,51007
39100,72071
39110,76263
39120,6360
39140,76263
39150,76263
39160,55800
39190,44580
39200,44580
39210,76263
39230,55800
39270,55800
39330,18489
39330,44087
39330,45330
39330,83905
39380,13214
39380,52649
39391,18489
39391,44087
39391,45330
39391,52649
39500,73684
39510,73684
39520,21212
39530,88579
39540,29827
39550,29827
39550,95707
39560,79457
39590,79457
39600,20941
39610,20941
39620,20941
39630,95983
39640,95983
39650,21212
39660,21212
39670,41315
39680,13860
39690,17032
39800,75464
39810,75464
39900,83782
40000,30416
40000,77174
40100,44580
40135,44580
40140,44580
40200,94384
40210,94384
40300,73684
40300,95707
40310,56701
40320,62959
40330,15650
40340,15650
40350,15650
40360,15650
40380,83687
40390,73684
40391,73684
40392,73684
40393,73684
40400,100653
40403,100653
40406,100653
40407,100653
40408,100653
40420,100653
40500,15241
40510,15241
40700,27712
40703,27712
40710,27712
40720,27712
40800,3751
40930,32032
40940,21806
40950,30202
40960,30202
40970,30202
40980,30202
40990,35526
41000,12626
41014,12626
41019,12626
41046,12626
41050,12626
41060,12626
41070,12626
41074,12626
41100,65209
41110,65209
41210,23715
41220,23715
41300,28155
41400,100101
41500,97156
41510,97156
41600,70724
41660,5005
41670,5005
41680,50544
41700,5712
41730,90862
41740,39197
41800,68110
41802,68110
41803,68110
41804,68110
41805,68110
41810,68110
41816,68110
41817,68110
41900,26383
42000,67222
42120,46041
42140,46041
42147,46041
42170,46041
42180,46041
42190,46041
42200,24332
42210,24332
42220,24332
42230,24332
42500,70380
42640,32495
42660,57728
42670,81949
42680,21901
42680,31917
42695,21901
42695,31917
42696,21901
42696,31917
42696,81949
42697,21901
42697,31917
42697,81949
42698,21901
42698,31917
42698,43479
42698,81949
42700,84687
42716,84687
42718,84687
42719,84687
42722,84687
42730,32495
42800,90822
42810,93304
42820,90822
42850,55526
42881,80289
42890,26257
42900,95420
42902,95420
42903,95420
42904,3437
42905,3437
42910,91659
42918,91659
42920,84258
42925,84258
42926,84258
42929,84258
42930,80289
42940,80289
42950,80289
42960,95420
42964,3437
42965,3437
42966,3437
42968,95420
42980,95420
42990,11225
43000,28509
43005,28509
43006,28509
43011,28509
43013,28509
43014,28509
43100,30161
43190,26529
43500,33847
43600,24332
44000,80568
44100,23642
44110,23642
44340,100746
44350,7973
44600,37473
44620,66230
44650,66230
44660,66230
44670,66230
44680,37473
44690,37473
45100,32465
45200,10798
45300,39449
45302,39449
45310,39449
45400,77841
45410,77841
45420,77841
45430,52457
45450,77841
45460,77841
45720,23887
45740,77282
45750,23887
45760,89386
45770,77282
45773,77282
45774,77282
45775,77282
45776,77282
45790,89386
45791,89386
45792,89386
45793,89386
45794,89386
45795,89386
45796,89386
45797,89386
45798,89386
46000,77525
46010,80650
46200,51394
46250,9824
46260,43099
46270,86462
46280,86462
46290,81758
46340,81758
46342,81758
46350,18994
46360,81758
46362,81758
46370,72891
46380,71976
46400,166
46410,5994
46440,53278
46450,97774
46460,63799
46480,101031
46490,101031
46500,101031
46510,101031
46520,80503
46540,97851
46550,89055
46560,17032
46570,97774
46600,49144
46610,49144
46700,5953
46710,5953
46720,71393
46730,71393
46740,90858
46750,95306
46760,5953
46770,85010
46790,6611
46830,48152
46840,5953
46850,5203
47000,4441
47110,30402
47120,96742
47130,30402
47400,30202
47410,30202
47500,2778
47520,34885
47530,2778
47540,99795
47570,2778
47700,47416
47780,13600
47790,8368
47810,57815
47880,49667
47890,49753
47890,98576
47892,98576
47893,98576
47894,98576
47895,98576
47896,98576
47897,98576
47898,98576
47899,98576
47920,98120
47930,98576
47931,98576
47932,98576
48000,86564
48010,86564
48110,86236
48120,1558
48150,37782
48160,86236
48190,50917
48220,91205
48240,1558
48240,27157
48280,91205
48700,22543
48705,22486
48705,22543
48710,54681
48720,22543
48800,69493
48802,69493
48803,69493
48804,69493
48805,69493
48806,69493
48810,69493
48900,64446
48950,69824
49000,25205
49300,90822
49310,90822
49311,90822
49320,90822
49330,90822
49337,90822
49340,90822
49460,18685
49480,18685
49497,18685
49520,21806
49520,36314
49520,43479
49540,21806
49600,302
49604,302
49610,302
49700,45926
49800,70066
49810,70066
49900,51871
50000,59079
50010,59079
50110,21806
50120,31221
50130,85271
50280,85271
50310,41794
50510,97033
50513,37748
50620,3763
50650,3763
50800,97866
50910,69157
50920,69157
50930,69157
50940,69157
50960,69157
50970,69157
50980,69157
50990,69157
51000,69157
51010,69157
51020,69157
51030,69157
51060,34539
55000,31010
55020,31010
55040,31010
55100,52985
55100,63751
55110,31347
55115,31347
55140,26864
55140,95707
55150,80798
55203,52985
55203,63751
55204,52985
55204,63751
55205,52985
55205,63751
55230,31347
55340,80798
55341,80798
55343,80798
55344,80798
55345,80798
55347,80798
55348,80798
55370,31347
55380,31347
55381,31347
55382,31347
55385,31347
55386,31347
55387,31347
55388,31347
55389,31347
55390,31347
55391,31347
55392,31347
55393,31347
55394,31347
55395,31347
55396,31347
55397,31347
55398,31347
55399,31347
55400,31347
55410,80798
55470,80798
55471,80798
55472,80798
55473,80798
55475,80798
55476,80798
56400,16168
56400,80798
56431,80798
56431,87128
56432,80798
56432,87128
56433,16168
56433,80798
56434,16168
56434,80798
56435,16168
56435,80798
56436,16168
56436,80798
56438,16168
56438,80798
56480,16168
56480,80798
56481,16168
56481,80798
56482,16168
56482,80798
56483,16168
56483,80798
56484,16168
56484,80798
56485,16168
56485,80798
56487,16168
56487,80798
56488,16168
56488,80798
56489,16168
56489,80798
56493,16168
56493,80798
56536,16168
56536,80798
56538,16168
56538,80798
57000,52967
57010,52967
57200,14942
57210,33415
57300,87731
57400,85552
57600,89511
57610,7015
57610,24876
57620,99496
57650,33847
57655,33847
57656,33847
57680,89511
57690,89511
57695,89511
57696,89511
57697,89511
57700,66020
57710,33847
57730,99496
57740,3293
57740,95388
57750,89511
57800,14093
57900,21806
57923,21806
57925,21806
58200,42222
58220,42222
58230,42222
58240,42222
58400,69191
58410,69191
58520,48314
58550,48314
58560,77537
58570,77537
58580,77537
58610,6593
58643,6593
58645,6593
58646,6593
58648,6593
60340,83905
60350,83905
60600,81705
60610,81705
60700,5215
60800,79807
60810,79807
61010,58027
61100,18048
61230,1216
61310,27426
61500,28692
61510,28692
61520,28692
61600,81794
61730,42323
62000,96696
62100,80750
63000,27023
63000,99451
63003,27023
63003,99451
63004,27023
63004,99451
63110,37004
63200,84474
63380,85430
63398,85430
63399,85430
63500,45894
63610,10724
63620,10724
63630,10724
63640,10724
63650,10724
63660,10724
63700,84984
63710,514
63710,84984
63800,56361
63802,56361
63803,56361
63900,17828
63910,7035
63940,81758
63942,81758
63950,95769
63960,81758
64000,80738
64005,80738
64013,80738
64014,80738
64016,80738
64017,80738
65070,67894
65070,78756
65080,76224
65100,25400
65200,23682
65216,98017
65217,48192
65218,89497
65224,95493
65228,89497
65229,98017
65231,89497
65232,89497
65233,89497
65239,89497
65242,89497
65243,61402
65244,89497
65246,17926
65247,89497
65249,67743
65250,89497
65252,89497
65253,89497
65254,67743
65255,89497
65256,89497
65258,89497
65259,89497
65270,25400
65300,98926
65302,24322
65302,98926
65400,74841
65410,74841
65500,28311
65520,17032
65530,41412
65540,73684
65560,67309
65600,6923
65600,31707
65600,87560
65610,17032
65700,62698
65720,62698
65730,62698
65733,62698
65734,62698
65735,62698
65740,62698
65760,72637
65780,62698
65790,62698
65800,12922
65900,47611
65920,21806
65930,1899
65980,36314
65980,43479
65980,47611
66000,1899
66001,1899
66002,1899
67000,40034
67010,40034
67100,85010
67350,85271
67370,52985
70000,74717
70100,82455
70110,82455
70120,82455
70130,82455
70140,82455
70300,28262
70310,28262
70400,73655
70410,73655
70420,73655
70430,73655
70500,1492
70510,70485
70600,42606
70615,42606
70616,42606
70617,42606
70620,42606
70640,42606
70650,42606
70660,42606
70900,23372
70910,23372
71000,61297
71250,15202
71340,22649
71420,25269
72000,58158
72400,86335
72410,86335
72730,55800
72740,55800
72750,55800
72760,55800
72840,55800
72850,58476
72900,89515
72902,61488
72903,61488
72904,61488
72905,61488
72907,61488
73010,49946
73012,49946
73013,49946
73014,49946
73020,80289
73030,91659
73031,91659
73033,91659
73035,91659
73036,91659
73037,91659
73039,91659
73041,80289
73050,91659
73057,91659
73058,91659
73060,35761
73071,80289
73091,91659
73092,91659
73093,95090
73095,95090
73096,95090
73097,95090
73098,95090
73115,95090
73118,95090
73119,95090
73120,91659
73170,96346
73181,49946
73183,49946
73185,49946
73187,49946
73190,98815
73192,98815
73193,98815
73194,98815
73195,98815
73210,95420
78000,72071
80000,2816
80010,2816
80200,47638
80202,47638
80204,47638
80207,47638
80300,25510
80310,76380
80330,32511
80340,32511
80350,32511
80360,32511
90200,25400
90207,25400
90208,25400
90209,25400
90210,25400
90400,13797
90410,13797
90503,55281
90520,45197
91100,27683
91104,27683
91106,27683
91110,27683
91200,22226
91330,53761
91330,64286
91600,40937
91604,40937
91609,40937
91610,40937
91612,40937
91616,40937
91618,40937
91700,18473
91800,5552
91810,5552
91820,5552
91830,5552
91900,32265
92000,99113
92100,1977
92100,3058
92200,22604
92210,22604
92220,22604
92300,69496
92302,69496
92303,69496
92310,69496
92400,44372
92600,15244
92620,15244
92621,15244
92622,15244
92700,6616
92800,25083
92803,25083
92810,25083
92900,23081
93200,71464
93206,71464
93207,71464
94000,55029
94200,31168
94202,31168
94203,31168
94300,73922
94303,73922
94304,73922
94400,92490
94500,20687
94510,20687
94520,20687
94530,20687
94590,95063
94600,95063
94610,95063
94620,95063
95300,90875
95310,98777
95400,19379
95400,29607
95700,35984
95900,14457
95900,74296
96000,39620
96010,39620
96100,63503
96200,85304
96800,38756
96900,801
97000,62219
97010,62219
97110,44531
97120,44531
97130,44531
97340,98945
98100,825
98200,43839
98210,43839
98211,43839
98220,43839
98300,84522
98400,74619
98421,74619
98500,50368
98510,85380
98600,74739
98610,74739
98800,27914
98820,27914
98821,27914
98822,27914
98900,88457
99100,33691
99120,32633
99300,83407
99400,65846
99410,65846
99610,36314
99610,43479
99610,47611
99611,36314
99611,43479
99611,47611
99612,36314
99612,43479
99612,47611
99614,36314
99614,43479
99614,47611
99700,99278
99809,57815
99900,44139
99910,44139
100400,99072
102200,47661
102220,47661
102400,100282
102410,77460
102500,44182
102500,52372
102600,19370
102610,19370
102622,19370
102623,19370
102810,69824
102840,23291
102850,39860
104000,69221
104020,69221
104100,12531
104200,53542
104300,70689
104600,40201
104900,22428
105000,10666
105100,7279
105300,58622
105310,58622
105420,85934
105600,48665
105700,23450
105710,23450
105800,96484
105802,96484
106010,86633
107100,74556
107104,74556
107110,74556
107200,95840
107210,95840
107300,17257
107310,17257
107410,62698
107430,62698
107600,46816
107610,46816
108100,27213
108110,42750
108210,50058
108500,31827
108600,27127
108700,32275
108700,43447
108700,100967
108710,100967
108726,100967
108800,37682
109200,43454
109500,87416
109600,56026
109700,68774
109702,68774
110400,51787
110500,74462
110520,74462
110600,31304
110610,31304
110630,95114
110800,67430
110800,96507
111000,38737
111010,1921
111020,78520
111030,78520
111100,94841
111300,25069
111400,32438
111402,27848
111403,32438
111600,12626
111600,59112
111610,59112
111800,13719
111900,37205
111910,37205
111911,37205
111912,37205
111913,37205
111914,37205
111915,37205
111916,37205
112100,47220
112110,47220
113020,73190
113200,36946
113200,72375
113204,36946
113204,72375
113400,82224
113404,82224
113405,82224
113420,82224
115100,39190
115110,39190
115120,39190
115200,5712
115210,5712
115220,5712
115320,20630
115340,20630
115800,46153
116100,13924
116120,13924
200010,29866
200020,58832
200030,74619
200080,24332
200130,16584
200150,7939
200150,34701
200170,42606
200185,42606
200188,42606
200189,42606
200190,5802
200190,51798
200210,3739
200210,70491
200230,96491
200240,85552
200260,85552
200300,35761
200310,35761
200370,28006
200390,73162
200396,98922
200397,73162
200410,36434
200440,24017
200490,62698
200510,47611
200510,77136
200530,19336
200550,33847
200570,13719
200590,22649
